,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,cotton_area,Corn_area,SORGHUM_ACRES,precipitation_cm_x,CO2,N2O
12029,COUNTY,MICHIGAN,26,SOUTHEAST,90,LAPEER,87,0,36032,0,83.3,4654.162859,143748.0685
12030,COUNTY,MICHIGAN,26,SOUTHEAST,90,LENAWEE,91,0,110522,0,83.3,14275.8489,1352147.651
12031,COUNTY,MICHIGAN,26,SOUTHEAST,90,MACOMB,99,0,14525,0,83.3,1876.157736,23370.83195
12032,COUNTY,MICHIGAN,26,SOUTHEAST,90,OAKLAND,125,0,2234,0,83.3,288.560164,555.3921772
12033,COUNTY,MICHIGAN,26,SOUTHEAST,90,WASHTENAW,161,0,44136,0,83.3,5700.936167,215667.3261
12034,COUNTY,MICHIGAN,26,SOUTHWEST,70,ALLEGAN,5,0,67317,0,83.3,8695.167662,501656.8856
12035,COUNTY,MICHIGAN,26,SOUTHWEST,70,KALAMAZOO,77,0,50140,109,83.3,6485.819299,278325.6729
12036,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,ALGER,3,0,105,0,83.3,13.56258604,1.361411846
12037,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,BARAGA,13,0,135,0,83.3,17.43761062,2.198650753
12038,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,HOUGHTON,61,0,560,0,83.3,72.33379222,35.46276217
12039,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MARQUETTE,103,0,0,0,83.3,0.0,0.0
12041,COUNTY,WISCONSIN,55,CENTRAL,50,MARQUETTE,77,0,31938,0,82.9,4125.351171,112943.0392
12043,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,MENOMINEE,109,0,4622,0,83.3,597.0121208,2370.709972
12045,COUNTY,WISCONSIN,55,NORTHEAST,30,MENOMINEE,78,0,0,0,82.9,0.0,0.0
12047,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,0,0,0,83.3,0.0,0.0
12048,COUNTY,MICHIGAN,26,WEST CENTRAL,40,MUSKEGON,121,0,8599,0,83.3,1110.711213,8195.731967
12049,COUNTY,MICHIGAN,26,WEST CENTRAL,40,NEWAYGO,123,0,19713,0,83.3,2546.278654,43037.97618
12050,COUNTY,MICHIGAN,26,WEST CENTRAL,40,OCEANA,127,0,20565,0,83.3,2656.329352,46837.39655
12051,COUNTY,MINNESOTA,27,CENTRAL,50,CARVER,19,0,64404,0,69.3,8318.902775,459183.7355
12052,COUNTY,MINNESOTA,27,CENTRAL,50,KANDIYOHI,67,0,169607,0,69.3,21907.70982,3184179.702
12053,COUNTY,MINNESOTA,27,CENTRAL,50,MCLEOD,85,0,115814,0,69.3,14959.40324,1484726.945
12054,COUNTY,MINNESOTA,27,CENTRAL,50,MEEKER,93,0,107299,0,69.3,13859.54209,1274440.105
12055,COUNTY,MINNESOTA,27,CENTRAL,50,MORRISON,97,0,71970,0,69.3,9296.183975,573396.73
12056,COUNTY,MINNESOTA,27,CENTRAL,50,RENVILLE,129,0,264229,0,69.3,34129.79569,7727870.784
12058,COUNTY,NORTH DAKOTA,38,NORTHWEST,10,RENVILLE,75,0,15350,0,45.2,1982.720912,26099.91844
12060,COUNTY,MINNESOTA,27,CENTRAL,50,SHERBURNE,141,0,27579,0,69.3,3562.310099,84222.3116
12061,COUNTY,MINNESOTA,27,CENTRAL,50,SIBLEY,143,0,161804,0,69.3,20899.81592,2897944.285
12062,COUNTY,MINNESOTA,27,CENTRAL,50,STEARNS,145,0,182828,305,69.3,23641.6283,3699929.102
12063,COUNTY,MINNESOTA,27,CENTRAL,50,WADENA,159,0,15828,0,69.3,2044.46297,27750.07143
12064,COUNTY,MINNESOTA,27,EAST CENTRAL,60,AITKIN,1,0,877,0,69.3,113.2798853,86.30794756
12065,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ANOKA,3,0,10990,0,69.3,1419.550672,13383.01484
12066,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CARLTON,17,0,183,0,69.3,23.63764996,3.952628253
12067,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CHISAGO,25,0,25848,0,69.3,3338.721181,73983.83145
12068,COUNTY,MINNESOTA,27,EAST CENTRAL,60,CROW WING,35,0,6571,0,69.3,848.7595512,4787.885694
12069,COUNTY,MINNESOTA,27,EAST CENTRAL,60,HENNEPIN,53,0,11342,0,69.3,1465.017627,14253.54801
12070,COUNTY,MINNESOTA,27,EAST CENTRAL,60,ISANTI,59,0,35966,0,69.3,4645.637805,143222.0312
12071,COUNTY,MINNESOTA,27,EAST CENTRAL,60,KANABEC,65,0,18313,0,69.3,2365.444173,37143.75692
12072,COUNTY,MINNESOTA,27,EAST CENTRAL,60,MILLE LACS,95,0,30423,0,69.3,3929.66243,102484.0624
12073,COUNTY,MINNESOTA,27,EAST CENTRAL,60,PINE,115,0,9756,0,69.3,1260.157994,10547.82192
12074,COUNTY,MINNESOTA,27,EAST CENTRAL,60,RAMSEY,123,0,0,0,69.3,0.0,0.0
12076,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,RAMSEY,71,0,65718,0,45.2,8488.628852,478110.0283
12078,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,BELTRAMI,7,0,2057,0,69.3,265.6975189,471.0901324
12079,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,HUBBARD,57,0,11214,0,69.3,1448.484189,13933.81701
12080,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,ITASCA,61,0,803,0,69.3,103.7214913,72.4484319
12081,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,KOOCHICHING,71,0,2254,0,69.3,291.1435137,565.353921
12082,COUNTY,MINNESOTA,27,NORTH CENTRAL,20,LAKE OF THE WOODS,77,0,0,0,69.3,0.0,0.0
12083,COUNTY,MINNESOTA,27,NORTHEAST,30,ST. LOUIS,137,0,340,0,69.3,43.91694528,13.25191234
12084,COUNTY,MINNESOTA,27,NORTHWEST,10,BECKER,5,0,59859,0,69.3,7731.836551,396666.8847
12085,COUNTY,MINNESOTA,27,NORTHWEST,10,CLEARWATER,29,0,3992,0,69.3,515.6366045,1769.209186
12086,COUNTY,MINNESOTA,27,NORTHWEST,10,KITTSON,69,0,18449,0,69.3,2383.010951,37697.31146
12087,COUNTY,MINNESOTA,27,NORTHWEST,10,MAHNOMEN,87,0,49366,0,69.3,6376.482119,269799.8058
12088,COUNTY,MINNESOTA,27,NORTHWEST,10,NORMAN,107,0,94013,0,69.3,12143.42287,978387.3961
12089,COUNTY,MINNESOTA,27,NORTHWEST,10,PENNINGTON,113,0,9725,0,69.3,1256.153802,10480.93788
12091,COUNTY,SOUTH DAKOTA,46,WEST CENTRAL,40,PENNINGTON,103,0,11350,417,51.1,1501.865322,14276.77833
12093,COUNTY,MINNESOTA,27,NORTHWEST,10,RED LAKE,125,0,21089,0,69.3,2724.013114,49253.934
12094,COUNTY,MINNESOTA,27,NORTHWEST,10,ROSEAU,135,0,12289,0,69.3,1587.339237,16731.73539
12095,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,BLUE EARTH,13,0,168936,0,69.3,21821.03843,3159035.905
12096,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FARIBAULT,43,0,197833,0,69.3,25553.59128,4332145.773
12097,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,FREEBORN,47,0,189595,0,69.3,24489.50953,3978876.931
12098,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,LE SUEUR,79,0,95406,0,69.3,12323.35318,1007594.025
12099,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,NICOLLET,103,0,123854,0,69.3,15997.90982,1698015.247
12100,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,STEELE,147,0,119624,0,69.3,15451.53136,1584016.341
12102,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,STEELE,91,0,90667,0,45.2,11711.22846,909987.839
12104,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WASECA,161,0,113225,0,69.3,14624.98861,1419090.743
12105,COUNTY,MINNESOTA,27,SOUTH CENTRAL,80,WATONWAN,165,0,123668,0,69.3,15973.88467,1692919.275
12106,COUNTY,MINNESOTA,27,SOUTHEAST,90,DAKOTA,37,0,103411,0,69.3,13357.33891,1183759.301
12108,COUNTY,NEBRASKA,31,NORTHEAST,30,DAKOTA,43,0,72655,0,59.9,9384.663703,584362.7577
12110,COUNTY,MINNESOTA,27,SOUTHEAST,90,FILLMORE,45,0,136887,0,69.3,17681.34967,2074158.155
12112,COUNTY,NEBRASKA,31,SOUTHEAST,90,FILLMORE,59,0,177074,1791,59.9,23026.0248,3470759.602
12114,COUNTY,MINNESOTA,27,SOUTHEAST,90,GOODHUE,49,0,153611,0,69.3,19841.54671,2611908.119
12115,COUNTY,MINNESOTA,27,SOUTHEAST,90,MOWER,99,0,210179,0,69.3,27148.29306,4889705.074
12116,COUNTY,MINNESOTA,27,SOUTHEAST,90,OLMSTED,109,0,110854,0,69.3,14318.7325,1360282.91
12117,COUNTY,MINNESOTA,27,SOUTHEAST,90,WABASHA,157,0,68810,0,69.3,8888.014719,524153.7377
12118,COUNTY,MINNESOTA,27,SOUTHEAST,90,WINONA,169,0,72401,0,69.3,9351.855161,580284.4057
12119,COUNTY,MINNESOTA,27,SOUTHWEST,70,COTTONWOOD,33,0,169117,0,69.3,21844.41775,3165808.543
12120,COUNTY,MINNESOTA,27,SOUTHWEST,70,NOBLES,105,0,185989,0,69.3,24023.73157,3828968.598
12121,COUNTY,MINNESOTA,27,SOUTHWEST,70,PIPESTONE,117,0,94639,0,69.3,12224.28172,991459.4139
12122,COUNTY,MINNESOTA,27,SOUTHWEST,70,REDWOOD,127,0,232908,0,69.3,30084.14085,6004410.638
12123,COUNTY,MINNESOTA,27,SOUTHWEST,70,ROCK,133,0,127899,0,69.3,16520.39231,1810733.191
12126,COUNTY,NEBRASKA,31,NORTH,20,ROCK,149,0,20333,0,59.9,2626.362495,45786.89203
12129,COUNTY,WISCONSIN,55,SOUTH CENTRAL,80,ROCK,105,0,139175,0,82.9,17976.88488,2144071.597
12132,COUNTY,MINNESOTA,27,WEST CENTRAL,40,BIG STONE,11,0,96272,0,69.3,12435.21222,1025967.724
12133,COUNTY,MINNESOTA,27,WEST CENTRAL,40,CHIPPEWA,23,0,141971,0,69.3,18338.03717,2231081.116
12135,COUNTY,WISCONSIN,55,NORTHWEST,10,CHIPPEWA,17,0,79876,0,82.9,10317.38212,706281.0773
12137,COUNTY,MINNESOTA,27,WEST CENTRAL,40,LAC QUI PARLE,73,0,163114,0,69.3,21069.02533,2945057.228
12138,COUNTY,MINNESOTA,27,WEST CENTRAL,40,OTTER TAIL,111,0,168402,0,69.3,21752.06299,3139097.01
12139,COUNTY,MINNESOTA,27,WEST CENTRAL,40,SWIFT,151,0,148393,0,69.3,19167.55077,2437481.34
12140,COUNTY,MINNESOTA,27,WEST CENTRAL,40,TRAVERSE,155,0,138917,0,69.3,17943.55967,2136130.032
12141,COUNTY,MINNESOTA,27,WEST CENTRAL,40,WILKIN,167,0,115407,0,69.3,14906.83207,1474310.407
12142,COUNTY,MINNESOTA,27,WEST CENTRAL,40,YELLOW MEDICINE,173,0,158044,0,69.3,20414.14617,2764829.314
12143,COUNTY,MONTANA,30,CENTRAL,50,FERGUS,27,0,310,0,39.0,40.04192069,11.05327878
12144,COUNTY,MONTANA,30,CENTRAL,50,JUDITH BASIN,45,0,0,0,39.0,0.0,0.0
12145,COUNTY,MONTANA,30,CENTRAL,50,LEWIS AND CLARK,49,0,0,0,39.0,0.0,0.0
12146,COUNTY,MONTANA,30,CENTRAL,50,MUSSELSHELL,65,0,0,0,39.0,0.0,0.0
12147,COUNTY,MONTANA,30,CENTRAL,50,PETROLEUM,69,0,0,0,39.0,0.0,0.0
12148,COUNTY,MONTANA,30,CENTRAL,50,WHEATLAND,107,0,0,0,39.0,0.0,0.0
12149,COUNTY,MONTANA,30,NORTH CENTRAL,20,CHOUTEAU,15,0,2768,0,39.0,357.5356015,851.7504244
12150,COUNTY,MONTANA,30,NORTH CENTRAL,20,PONDERA,73,0,3541,0,39.0,457.3820683,1392.572151
12151,COUNTY,MONTANA,30,NORTHEAST,30,DANIELS,19,0,0,0,39.0,0.0,0.0
12152,COUNTY,MONTANA,30,NORTHEAST,30,MCCONE,55,0,4012,0,39.0,518.2199542,1786.954123
12153,COUNTY,MONTANA,30,NORTHEAST,30,VALLEY,105,0,1224,0,39.0,158.101003,167.4671118
12155,COUNTY,NEBRASKA,31,CENTRAL,50,VALLEY,175,0,76415,843,59.9,9942.735132,646417.3234
12157,COUNTY,MONTANA,30,NORTHWEST,10,FLATHEAD,29,0,0,0,39.0,0.0,0.0
12158,COUNTY,MONTANA,30,NORTHWEST,10,MISSOULA,63,0,0,0,39.0,0.0,0.0
12159,COUNTY,MONTANA,30,NORTHWEST,10,RAVALLI,81,0,850,0,39.0,109.7923632,81.11064117
12160,COUNTY,MONTANA,30,NORTHWEST,10,SANDERS,89,0,0,0,39.0,0.0,0.0
12161,COUNTY,MONTANA,30,SOUTH CENTRAL,80,BIG HORN,3,0,1841,0,39.0,237.7973419,377.6086761
12163,COUNTY,WYOMING,56,NORTHWEST,10,BIG HORN,3,0,4506,0,32.8,582.0286924,2253.358114
12165,COUNTY,MONTANA,30,SOUTH CENTRAL,80,CARBON,9,0,3712,0,39.0,479.4697084,1530.077403
12169,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,CARBON,25,0,1675,0,108.9,229.7891517,312.785044
12173,COUNTY,UTAH,49,EASTERN,60,CARBON,7,0,0,0,31.0,0.0,0.0
12177,COUNTY,WYOMING,56,SOUTH CENTRAL,40,CARBON,7,0,0,0,32.8,0.0,0.0
12181,COUNTY,MONTANA,30,SOUTH CENTRAL,80,STILLWATER,95,0,1414,0,39.0,182.6428254,223.1987819
12182,COUNTY,MONTANA,30,SOUTH CENTRAL,80,TREASURE,103,0,1558,0,39.0,201.2429433,270.7609065
12183,COUNTY,MONTANA,30,SOUTH CENTRAL,80,YELLOWSTONE,111,0,8068,0,39.0,1042.123278,7215.458569
12184,COUNTY,MONTANA,30,SOUTHEAST,90,FALLON,25,0,5442,0,39.0,702.9294594,3285.217241
12185,COUNTY,MONTANA,30,SOUTHEAST,90,ROSEBUD,87,0,778,0,39.0,100.4923042,68.04010227
12186,COUNTY,MONTANA,30,SOUTHEAST,90,WIBAUX,109,0,1114,0,39.0,143.8925795,138.8539303
12187,COUNTY,MONTANA,30,SOUTHWEST,70,BEAVERHEAD,1,0,0,0,39.0,0.0,0.0
12188,COUNTY,NEBRASKA,31,CENTRAL,50,BUFFALO,19,0,180210,451,59.9,23316.00714,3594731.062
12191,COUNTY,SOUTH DAKOTA,46,CENTRAL,50,BUFFALO,17,0,21923,1542,51.1,2964.174613,53262.62125
12194,COUNTY,WISCONSIN,55,WEST CENTRAL,40,BUFFALO,11,0,60689,0,82.9,7839.045564,407742.3194
12197,COUNTY,NEBRASKA,31,EAST,60,COLFAX,37,0,115822,315,59.9,14987.49058,1484933.948
12198,COUNTY,NEBRASKA,31,EAST,60,MERRICK,121,0,109141,198,59.9,14114.47398,1318570.596
12199,COUNTY,NEBRASKA,31,EAST,60,NANCE,125,0,80439,152,59.9,10403.15805,716272.2872
12200,COUNTY,NEBRASKA,31,EAST,60,SARPY,153,0,40793,0,59.9,5269.129261,184238.1198
12201,COUNTY,NEBRASKA,31,EAST,60,SAUNDERS,155,0,209388,65,59.9,27051.70415,4852971.132
12202,COUNTY,NEBRASKA,31,NORTH,20,ARTHUR,5,0,2707,0,59.9,349.6563849,814.703245
12203,COUNTY,NEBRASKA,31,NORTH,20,CHERRY,31,0,24821,150,59.9,3218.949034,68223.39285
12204,COUNTY,NEBRASKA,31,NORTH,20,HOOKER,91,0,0,0,59.9,0.0,0.0
12205,COUNTY,NEBRASKA,31,NORTH,20,KEYA PAHA,103,0,18009,455,59.9,2365.25527,35924.87142
12206,COUNTY,NEBRASKA,31,NORTH,20,LOUP,115,0,4326,396,59.9,592.789299,2080.004095
12207,COUNTY,NEBRASKA,31,NORTHEAST,30,ANTELOPE,3,0,167586,0,59.9,21646.66233,3108750.514
12208,COUNTY,NEBRASKA,31,NORTHEAST,30,BURT,21,0,127768,0,59.9,16503.47136,1807025.995
12209,COUNTY,NEBRASKA,31,NORTHEAST,30,CUMING,39,0,157235,88,59.9,20317.20762,2736597.704
12210,COUNTY,NEBRASKA,31,NORTHEAST,30,DIXON,51,0,104638,0,59.9,13515.82741,1212015.548
12211,COUNTY,NEBRASKA,31,NORTHEAST,30,THURSTON,173,0,95919,0,59.9,12389.6161,1018458.17
12213,COUNTY,WASHINGTON,53,WESTERN,10,THURSTON,67,0,0,0,97.6,0.0,0.0
12215,COUNTY,NEBRASKA,31,NORTHWEST,10,BANNER,7,0,23659,0,59.9,3055.973554,61986.13631
12216,COUNTY,NEBRASKA,31,NORTHWEST,10,BOX BUTTE,13,0,73378,0,59.9,9478.051795,596049.7928
12217,COUNTY,NEBRASKA,31,NORTHWEST,10,DAWES,45,0,9547,150,59.9,1246.044851,10101.5453
12218,COUNTY,NEBRASKA,31,NORTHWEST,10,DEUEL,49,0,38663,5431,59.9,5460.447983,165945.7992
12220,COUNTY,SOUTH DAKOTA,46,NORTHEAST,30,DEUEL,39,0,64421,0,51.1,8321.098622,459426.1558
12222,COUNTY,NEBRASKA,31,NORTHWEST,10,GARDEN,69,0,32670,581,59.9,4269.801387,118184.299
12223,COUNTY,NEBRASKA,31,NORTHWEST,10,KIMBALL,105,0,35705,1829,59.9,4769.010115,141203.0657
12224,COUNTY,NEBRASKA,31,NORTHWEST,10,MORRILL,123,0,79024,0,59.9,10207.33142,691295.4264
12225,COUNTY,NEBRASKA,31,NORTHWEST,10,SCOTTS BLUFF,157,0,75659,283,59.9,9796.988496,633681.3103
12226,COUNTY,NEBRASKA,31,SOUTH,80,FURNAS,65,0,136035,6315,59.9,18113.66744,2049017.074
12227,COUNTY,NEBRASKA,31,SOUTH,80,GOSPER,73,0,79571,718,59.9,10339.652,700906.603
12228,COUNTY,NEBRASKA,31,SOUTH,80,HARLAN,83,0,106321,3640,59.9,14045.84039,1251515.39
12229,COUNTY,NEBRASKA,31,SOUTH,80,KEARNEY,99,0,139951,638,59.9,18131.91395,2168053.529
12230,COUNTY,NEBRASKA,31,SOUTHEAST,90,GAGE,67,0,193150,859,59.9,25022.47579,4129494.825
12231,COUNTY,NEBRASKA,31,SOUTHEAST,90,NUCKOLLS,129,0,129666,4629,59.9,17146.19636,1861431.533
12232,COUNTY,NEBRASKA,31,SOUTHEAST,90,OTOE,131,0,151572,0,59.9,19578.1742,2543031.19
12233,COUNTY,NEBRASKA,31,SOUTHEAST,90,RICHARDSON,147,0,120763,179,59.9,15614.02667,1614323.539
12234,COUNTY,NEBRASKA,31,SOUTHEAST,90,THAYER,169,0,128948,1952,59.9,16823.53797,1840614.917
12235,COUNTY,NEBRASKA,31,SOUTHWEST,70,DUNDY,57,0,94093,2874,59.9,12400.59189,980178.8666
12236,COUNTY,NEBRASKA,31,SOUTHWEST,70,FRONTIER,63,0,100550,7251,59.9,13610.54825,1119954.293
12237,COUNTY,NEBRASKA,31,SOUTHWEST,70,HAYES,85,0,84391,6514,59.9,11460.03305,789011.4891
12238,COUNTY,NEBRASKA,31,SOUTHWEST,70,HITCHCOCK,87,0,64659,13587,59.9,9518.770069,465569.3843
12239,COUNTY,NEBRASKA,31,SOUTHWEST,70,KEITH,101,0,102772,0,59.9,13274.80088,1169175.92
12240,COUNTY,NEBRASKA,31,SOUTHWEST,70,PERKINS,135,0,218256,4323,59.9,28562.86291,5273010.925
12242,COUNTY,SOUTH DAKOTA,46,NORTHWEST,10,PERKINS,105,0,12313,0,51.1,1590.439256,16797.11991
12244,COUNTY,NEBRASKA,31,SOUTHWEST,70,RED WILLOW,145,0,98278,12654,59.9,13781.12039,1071546.241
12245,COUNTY,NEVADA,32,NORTHWEST,10,CHURCHILL,1,0,0,0,24.1,0.0,0.0
12246,COUNTY,NEVADA,32,NORTHWEST,10,PERSHING,27,0,3429,0,24.1,415.4144996,1306.018424
12247,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,GRAFTON,9,0,0,0,110.3,0.0,0.0
12248,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,STRAFFORD,17,0,0,0,110.3,0.0,0.0
12249,COUNTY,NEW HAMPSHIRE,33,ALL COUNTIES,10,MERRIMACK,13,0,0,0,110.3,0.0,0.0
12250,COUNTY,NEW JERSEY,34,CENTRAL,50,BURLINGTON,5,0,5522,441,119.6,797.4938723,3384.434415
12251,COUNTY,NEW JERSEY,34,CENTRAL,50,MONMOUTH,25,0,1733,0,119.6,237.7460298,334.7409498
12252,COUNTY,NEW JERSEY,34,CENTRAL,50,OCEAN,29,0,78,0,119.6,10.70062915,0.778237186
12253,COUNTY,NEW JERSEY,34,NORTH,20,BERGEN,3,0,36,0,119.6,4.938751917,0.191834465
12254,COUNTY,NEW JERSEY,34,NORTH,20,HUNTERDON,19,0,9042,0,119.6,1240.449856,9061.307013
12255,COUNTY,NEW JERSEY,34,SOUTH,80,ATLANTIC,1,0,677,0,119.6,92.87597355,51.63899593
12256,COUNTY,NEW JERSEY,34,SOUTH,80,CAPE MAY,9,0,193,0,119.6,26.47719778,4.382236078
12257,COUNTY,NEW JERSEY,34,SOUTH,80,SALEM,33,0,18099,0,119.6,2482.957526,36281.0127
12258,COUNTY,NEW YORK,36,CENTRAL,50,CAYUGA,11,0,27223,0,106.2,3734.656762,82062.47167
12259,COUNTY,NEW YORK,36,CENTRAL,50,CHENANGO,17,0,3958,0,106.2,542.9883358,1739.246007
12260,COUNTY,NEW YORK,36,CENTRAL,50,CORTLAND,23,0,5338,0,106.2,732.3071593,3160.989092
12261,COUNTY,NEW YORK,36,CENTRAL,50,HERKIMER,43,0,3879,0,106.2,532.1505191,1670.613742
12262,COUNTY,NEW YORK,36,CENTRAL,50,ONEIDA,65,0,16136,0,106.2,2213.658359,28840.14482
12264,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,ONEIDA,85,0,0,0,82.9,0.0,0.0
12266,COUNTY,NEW YORK,36,CENTRAL,50,ONONDAGA,67,0,18107,0,106.2,2484.055027,36313.08241
12267,COUNTY,NEW YORK,36,CENTRAL,50,OSWEGO,75,0,2671,0,106.2,366.4279547,793.2258391
12268,COUNTY,NEW YORK,36,EASTERN,60,ALBANY,1,0,1347,0,106.2,184.7916342,202.6339007
12270,COUNTY,WYOMING,56,SOUTH CENTRAL,40,ALBANY,1,0,0,0,32.8,0.0,0.0
12272,COUNTY,NEW YORK,36,EASTERN,60,RENSSELAER,83,0,6052,0,106.2,830.2590723,4062.069766
12273,COUNTY,NEW YORK,36,EASTERN,60,SARATOGA,91,0,3901,0,106.2,535.1686452,1689.587729
12274,COUNTY,NEW YORK,36,EASTERN,60,SCHENECTADY,93,0,74,0,106.2,10.15187894,0.705565569
12275,COUNTY,NEW YORK,36,EASTERN,60,SCHOHARIE,95,0,4000,0,106.2,548.750213,1776.296536
12276,COUNTY,NEW YORK,36,LONG ISLAND,91,SUFFOLK,103,0,925,0,106.2,126.8984868,95.94606034
12277,COUNTY,NEW YORK,36,NORTHERN,20,ST LAWRENCE,89,0,10224,0,106.2,1402.605544,11583.40313
12278,COUNTY,NEW YORK,36,SOUTHEAST,90,DUTCHESS,27,0,4759,0,106.2,652.8755659,2513.14293
12279,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,0,1288,0,106.2,176.6975686,185.3473413
12280,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,0,19,0,106.2,2.606563512,0.065495523
12281,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,0,1265,0,106.2,173.5422549,178.8172602
12282,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,0,5298,0,106.2,726.8196571,3113.846566
12283,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,0,4255,0,106.2,583.7330391,2009.628711
12285,COUNTY,PENNSYLVANIA,42,NORTH CENTRAL,20,TIOGA,117,0,8304,0,108.9,1139.205442,7643.42992
12287,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,0,4821,52,106.2,666.0911683,2579.05709
12288,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,0,7699,0,106.2,1056.206972,6571.009287
12289,COUNTY,NEW YORK,36,WESTERN,40,ERIE,29,0,9707,0,106.2,1331.679579,10442.1996
12292,COUNTY,OHIO,39,NORTH CENTRAL,20,ERIE,43,0,24619,0,99.3,3179.97434,67117.21489
12295,COUNTY,PENNSYLVANIA,42,NORTHWESTERN,10,ERIE,49,0,12744,0,108.9,1748.318179,17993.02223
12298,COUNTY,NEW YORK,36,WESTERN,40,NIAGARA,63,0,23327,0,106.2,3200.174055,60259.11489
12299,COUNTY,NEW YORK,36,WESTERN,40,ONTARIO,69,0,28349,0,106.2,3889.129947,88989.83943
12300,COUNTY,NEW YORK,36,WESTERN,40,ORLEANS,73,0,31711,0,106.2,4350.354501,111343.5577
12302,COUNTY,VERMONT,50,ALL COUNTIES,10,ORLEANS,19,0,66,0,108.5,9.054378515,0.570847854
12304,COUNTY,NEW YORK,36,WESTERN,40,SENECA,99,0,26593,258,106.2,3671.597321,78309.87473
12306,COUNTY,OHIO,39,NORTH CENTRAL,20,SENECA,147,0,81055,0,99.3,10469.67059,727283.2979
12308,COUNTY,NEW YORK,36,WESTERN,40,WYOMING,121,0,16088,0,106.2,2207.073357,28668.88194
12311,COUNTY,PENNSYLVANIA,42,NORTHEASTERN,30,WYOMING,131,0,2390,0,108.9,327.8782523,635.4420186
12314,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WYOMING,109,0,0,0,114.7,0.0,0.0
12317,COUNTY,NEW YORK,36,WESTERN,40,YATES,123,0,11226,0,106.2,1540.067473,13963.63772
12318,COUNTY,NORTH DAKOTA,38,CENTRAL,50,FOSTER,31,0,68561,0,45.2,8855.852015,520367.4664
12319,COUNTY,NORTH DAKOTA,38,CENTRAL,50,KIDDER,43,0,23216,0,45.2,2998.752357,59687.14972
12320,COUNTY,NORTH DAKOTA,38,CENTRAL,50,STUTSMAN,93,0,216020,0,45.2,27902.76035,5165249.06
12321,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,BARNES,3,0,194835,0,45.2,25166.34715,4201844.248
12322,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,GRIGGS,39,0,47527,0,45.2,6138.943112,250075.2383
12323,COUNTY,NORTH DAKOTA,38,EAST CENTRAL,60,TRAILL,97,0,121132,0,45.2,15646.31593,1624202.759
12324,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BENSON,5,0,59722,0,45.2,7714.140605,394853.4339
12325,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,BOTTINEAU,9,0,33095,0,45.2,4274.797953,121272.6972
12326,COUNTY,NORTH DAKOTA,38,NORTH CENTRAL,20,ROLETTE,79,0,11125,0,45.2,1436.988283,13713.64165
12327,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,CAVALIER,19,0,16631,0,45.2,2148.184461,30636.04313
12328,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,GRAND FORKS,35,0,110718,0,45.2,14301.16573,1356947.444
12329,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,PEMBINA,67,0,43721,0,45.2,5647.33166,211631.2121
12330,COUNTY,NORTH DAKOTA,38,NORTHEAST,30,TOWNER,95,0,18219,0,45.2,2353.302429,36763.54601
